         ,Gross claims incurred 2016 (£m) ,Gross claims incurred 2017 (£m) ,Gross claims incurred 2018 (£m) ,Gross claims incurred 2019 (£m) ,Gross claims incurred 2020 (£m) ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2016 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2017 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2018 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2019 (£m)" ,"Gross BEL (inc. TPs as whole, pre-TMTP) 2020 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2016 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2017 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2018 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2019 (£m)" ,"Net BEL (inc. TPs as a whole, pre-TMTP) 2020 (£m)" ,Pure net claims ratio 2016 ,Pure net claims ratio 2017 ,Pure net claims ratio 2018 ,Pure net claims ratio 2019 ,Pure net claims ratio 2020 ,Net expense ratio 2016 ,Net expense ratio 2017 ,Net expense ratio 2018 ,Net expense ratio 2019 ,Net expense ratio 2020 ,Net combined ratio 2016 ,Net combined ratio 2017 ,Net combined ratio 2018 ,Net combined ratio 2019 ,Net combined ratio 2020 ,Pure gross claims ratio 2016 ,Pure gross claims ratio 2017 ,Pure gross claims ratio 2018 ,Pure gross claims ratio 2019 ,Pure gross claims ratio 2020 ,Gross expense ratio 2016 ,Gross expense ratio 2017 ,Gross expense ratio 2018 ,Gross expense ratio 2019 ,Gross expense ratio 2020 ,Gross combined ratio 2016 ,Gross combined ratio 2017 ,Gross combined ratio 2018 ,Gross combined ratio 2019 ,Gross combined ratio 2020
Firm 133 ,5.740159991                     ,0                               ,0                               ,0                               ,0                               ,13.36073153                                         ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,11.66398925                                         ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0.1958732904               ,0                          ,0                          ,0                          ,0                          ,0.5366746997           ,0                      ,0                      ,0                      ,0                      ,0.7325479901            ,0                       ,0                       ,0                       ,0                       ,0.1629307864                 ,0                            ,0                            ,0                            ,0                            ,0.4488963778             ,0                        ,0                        ,0                        ,0                        ,0.6118271642              ,0                         ,0                         ,0                         ,0
Firm 134 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 135 ,37.67814233                     ,59.78449695                     ,50.29770378                     ,122.6089086                     ,121.2786057                     ,443.7494833                                         ,444.1940676                                         ,451.6165537                                         ,504.7632547                                         ,575.4036684                                         ,341.4999515                                         ,339.6232729                                         ,357.0284747                                         ,375.7601507                                         ,408.473309                                          ,0.3798435853               ,0.4359312752               ,0.4580075071               ,0.4900748372               ,0.4735810033               ,0.4497799157           ,0.4240147985           ,0.4150207355           ,0.4174877441           ,0.4157847082           ,0.829623501             ,0.8599460737            ,0.8730282426            ,0.9075625813            ,0.8893657115            ,0.3577226475                 ,0.4717019448                 ,0.3553635902                 ,0.7452492575                 ,0.650716041                  ,0.3719488933             ,0.3556577436             ,0.3495053544             ,0.3622878203             ,0.3560140529             ,0.7296715408              ,0.8273596884              ,0.7048689447              ,1.107537078               ,1.006730094
Firm 136 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 137 ,28.10301611                     ,125.7993926                     ,298.4035406                     ,88.65952199                     ,274.2029506                     ,26.86143243                                         ,80.84237755                                         ,208.408137                                          ,115.6339192                                         ,217.234011                                          ,46.37129051                                         ,55.31303975                                         ,74.90878325                                         ,84.47262529                                         ,125.1206224                                         ,0.3208573677               ,0.7599688513               ,1.052456297                ,0.5696016439               ,1.012650521                ,0.501562466            ,0.5509328423           ,0.5346588892           ,0.5588067747           ,0.5138864916           ,0.8224198337            ,1.310901694             ,1.587115186             ,1.128408419             ,1.526537013             ,0.2139852194                 ,0.8197364707                 ,1.930303135                  ,0.4483013479                 ,1.360910536                  ,0.3145666506             ,0.3273587606             ,0.3137435537             ,0.3315406639             ,0.3405882283             ,0.5285518701              ,1.147095231               ,2.244046688               ,0.7798420118              ,1.701498765
Firm 138 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 139 ,0.0969717645                    ,0.1200209325                    ,-0.2847308625                   ,-0.2369212545                   ,0.019552797                     ,1.32939711                                          ,1.351257474                                         ,1.089461253                                         ,0.8318722245                                        ,0.878475045                                         ,0.545360049                                         ,0.65872614                                          ,0.531349956                                         ,0.35703873                                          ,0.337694163                                         ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 140 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 141 ,5.639078124                     ,4.672111861                     ,5.243643553                     ,4.687720687                     ,4.159525889                     ,1.479009464                                         ,0.8946404869                                        ,0.962735625                                         ,0.8265412221                                        ,1.230157683                                         ,1.328634041                                         ,0.8664264508                                        ,0.9102607711                                        ,0.8297868884                                        ,1.247205059                                         ,0.2185827703               ,0.1929092606               ,0.2124870306               ,0.1964162771               ,0.1810828305               ,0.4747051653           ,0.4693895804           ,0.4877799783           ,0.518993054            ,0.5070114974           ,0.6932879357            ,0.662298841             ,0.7002670089            ,0.7154093312            ,0.6880943279            ,0.2214491367                 ,0.1897749222                 ,0.2108123304                 ,0.1962326982                 ,0.1839418763                 ,0.4696995581             ,0.4649176312             ,0.4839355779             ,0.515250076              ,0.5036698598             ,0.6911486948              ,0.6546925534              ,0.6947479083              ,0.7114827742              ,0.687611736
Firm 142 ,116.6437523                     ,122.2942222                     ,155.0517744                     ,160.6723522                     ,148.2747367                     ,63.18292518                                         ,77.79755853                                         ,113.6852119                                         ,99.11032549                                         ,90.81877527                                         ,62.34926815                                         ,76.54045175                                         ,113.1401587                                         ,99.28146356                                         ,88.93559552                                         ,0.6784173862               ,0.6887612064               ,0.6916177665               ,0.6428477012               ,0.6091194711               ,0.3066965015           ,0.3251527608           ,0.3416911085           ,0.3030028377           ,0.3018042748           ,0.9851138876            ,1.013913967             ,1.033308875             ,0.9458505389            ,0.9109237458            ,0.6719226441                 ,0.6888737691                 ,0.6926457506                 ,0.6463287925                 ,0.6198929398                 ,0.3048977513             ,0.323566177              ,0.3402921381             ,0.3004947828             ,0.2981454248             ,0.9768203955              ,1.012439946               ,1.032937889               ,0.9468235753              ,0.9180383646
Firm 143 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 144 ,69.35253104                     ,117.5628133                     ,62.21401953                     ,77.50400011                     ,142.9243386                     ,63.80137101                                         ,96.57925095                                         ,84.65108314                                         ,84.85315805                                         ,144.422614                                          ,64.62660638                                         ,89.69377296                                         ,80.10936062                                         ,81.62969328                                         ,129.3800333                                         ,0.6747306444               ,1.048782094                ,0.7015969839               ,0.7984624379               ,1.192005173                ,0.3576191752           ,0.4032107489           ,0.3437010063           ,0.3401133127           ,0.3167227824           ,1.03234982              ,1.451992843             ,1.04529799              ,1.138575751             ,1.508727956             ,0.6636789449                 ,1.039817782                  ,0.6297705519                 ,0.7810239332                 ,1.373234954                  ,0.3451371599             ,0.3785718095             ,0.3262447209             ,0.3347693104             ,0.3133715948             ,1.008816105               ,1.418389592               ,0.9560152728              ,1.115793244               ,1.686606549
Firm 145 ,0                               ,1.788217074                     ,1.328043861                     ,1.166882861                     ,0.8595277808                    ,41.19808118                                         ,36.57985591                                         ,37.87497079                                         ,40.36304481                                         ,37.72258429                                         ,41.19808118                                         ,36.57985591                                         ,37.87497079                                         ,40.36304481                                         ,37.72258429                                         ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 146 ,68.88070431                     ,-3.014749164                    ,-8.97997542                     ,-2.230019309                    ,5.39718096                      ,249.5796564                                         ,183.8745742                                         ,154.3504922                                         ,127.4457841                                         ,103.7520205                                         ,246.2380347                                         ,182.5525675                                         ,153.3132071                                         ,124.9129312                                         ,102.2722112                                         ,0.8837035363               ,0.1090246402               ,1.442506395                ,54.64673629                ,3.874177362                ,0.1775346228           ,-1.601474812           ,-0.3207014966          ,-87.50989927           ,1.571028542            ,1.061238159             ,-1.492450171            ,1.121804898             ,-32.86316298            ,5.445205904             ,0.8554086983                 ,-0.9289988171                ,1.417732407                  ,-3.85120208                  ,4.755519057                  ,0.1759304006             ,-0.8746439825            ,-0.2845464629            ,6.041213676              ,1.37877859               ,1.031339099               ,-1.8036428                ,1.133185944               ,2.190011596               ,6.134297647
Firm 147 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 148 ,0                               ,0                               ,0                               ,0.1220985                       ,0                               ,0                                                   ,0                                                   ,0                                                   ,1.54905857                                          ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,1.503491887                                         ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 149 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 150 ,0                               ,0                               ,0                               ,0                               ,0                               ,2.338068103                                         ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0.1467878944                                        ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 151 ,-43.14908985                    ,-17.25081457                    ,-42.52682018                    ,-18.29543606                    ,-10.35203737                    ,596.0064754                                         ,472.2261838                                         ,371.5181014                                         ,304.7577207                                         ,278.6834978                                         ,570.8541413                                         ,451.4019295                                         ,365.2478977                                         ,300.052248                                          ,274.9301969                                         ,-1.06775401                ,-0.8903013764              ,-2.292072857               ,-0.8047323594              ,-0.2086026197              ,0.6670206515           ,0.6583574111           ,0.2781874135           ,0.3865248711           ,0.3270934316           ,-0.4007333589           ,-0.2319439653           ,-2.013885443            ,-0.4182074884           ,0.1184908119            ,-1.146772889                 ,-0.9963780824                ,-5.357390668                 ,-0.8282245054                ,-0.2300398438                ,0.6565041462             ,0.6661159435             ,0.3879183572             ,0.3851705315             ,0.3304118691             ,-0.4902687432             ,-0.3302621389             ,-4.969472311              ,-0.4430539739             ,0.1003720253
Firm 152 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 153 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 154 ,0                               ,9.688727991                     ,11.8914881                      ,11.04433085                     ,13.35394797                     ,0                                                   ,10.23650256                                         ,12.8465596                                          ,11.61160616                                         ,13.66638762                                         ,0                                                   ,10.23650256                                         ,12.8465596                                          ,11.61160616                                         ,13.66638762                                         ,0                          ,0.4725827713               ,0.4351719762               ,0.4177847204               ,0.537568771                ,0                      ,0.4674104966           ,0.4654754788           ,0.4815216434           ,0.3528748615           ,0                       ,0.9399932679            ,0.9006474551            ,0.8993063638            ,0.8904436325            ,0                            ,0.4725827713                 ,0.4351719762                 ,0.4177847204                 ,0.537568771                  ,0                        ,0.4674104966             ,0.4654754788             ,0.4815216434             ,0.3528748615             ,0                         ,0.9399932679              ,0.9006474551              ,0.8993063638              ,0.8904436325
Firm 155 ,0.209591067                     ,0.192981885                     ,0.8707143602                    ,-1.387684426                    ,0.6436654604                    ,3.31339362                                          ,3.3627252                                           ,3.963118545                                         ,2.58953219                                          ,1.847023744                                         ,0.471082515                                         ,0.447363225                                         ,0.21133452                                          ,0.19740204                                          ,0.1848612368                                        ,6.838332119                ,0                          ,0                          ,0                          ,0                          ,0.115956108            ,0                      ,0                      ,0                      ,0                      ,6.954288227             ,0                       ,0                       ,0                       ,0                       ,-5.633411289                 ,0                            ,0                            ,0                            ,0                            ,0.115956108              ,0                        ,0                        ,0                        ,0                        ,-5.517455181              ,0                         ,0                         ,0                         ,0
Firm 156 ,0.7823627025                    ,4.882282679                     ,15.81631504                     ,3.052825956                     ,22.38054147                     ,0.4620368145                                        ,0.964263912                                         ,8.448388013                                         ,5.24467008                                          ,12.34106992                                         ,0.4620368145                                        ,0.964263912                                         ,8.448388013                                         ,5.24467008                                          ,12.34106992                                         ,0.1605110301               ,0.9556177614               ,0.9749331436               ,0.1518863467               ,0.7250018406               ,0.167111598            ,0.06942881872          ,0.05690730248          ,0.1536895999           ,0.08733149674          ,0.3276226281            ,1.02504658              ,1.031840446             ,0.3055759466            ,0.8123333374            ,0.1605110301                 ,0.9556177614                 ,0.9749331436                 ,0.1518863467                 ,0.7250018406                 ,0.167111598              ,0.06942881872            ,0.05690730248            ,0.1536895999             ,0.08733149674            ,0.3276226281              ,1.02504658                ,1.031840446               ,0.3055759466              ,0.8123333374
Firm 157 ,0                               ,2.771110889                     ,5.3600295                       ,6.927268885                     ,12.19446726                     ,0                                                   ,3.958197086                                         ,0                                                   ,0                                                   ,11.42720276                                         ,0                                                   ,2.709187205                                         ,0                                                   ,0                                                   ,5.126775484                                         ,0                          ,0.4652041467               ,0.4228848222               ,0.3768946153               ,0.526284391                ,0                      ,0.3758327158           ,0.4657017473           ,0.3266123071           ,0.3790861837           ,0                       ,0.8410368625            ,0.8885865695            ,0.7035069224            ,0.9053705747            ,0                            ,0.3188820287                 ,0.4780192188                 ,0.4256647957                 ,0.6165817798                 ,0                        ,0.2576208737             ,0.5263360474             ,0.4307981548             ,0.3201971028             ,0                         ,0.5765029024              ,1.004355266               ,0.8564629504              ,0.9367788826
Firm 158 ,754.8613282                     ,1235.977872                     ,1139.910857                     ,939.6193652                     ,1257.648772                     ,2393.154044                                         ,2626.126595                                         ,2838.528725                                         ,2685.744619                                         ,3005.373233                                         ,1663.68705                                          ,1671.758081                                         ,1562.641125                                         ,1617.051039                                         ,1889.664593                                         ,0.5091700615               ,0.6106279                  ,0.4925326884               ,0.4892356236               ,0.6380333524               ,0.4371626802           ,0.442569187            ,0.5024345632           ,0.4377418524           ,0.4443002901           ,0.9463327417            ,1.053197087             ,0.9949672516            ,0.926977476             ,1.082333642             ,0.5354119928                 ,0.793718198                  ,0.6972696032                 ,0.5438858041                 ,0.6943615777                 ,0.3216778994             ,0.3172076733             ,0.3135781873             ,0.3053602323             ,0.3015582647             ,0.8570898922              ,1.110925871               ,1.010847791               ,0.8492460364              ,0.9959198423
Firm 159 ,0                               ,0                               ,0                               ,0                               ,0                               ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                                                   ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 160 ,288.6533364                     ,354.3551536                     ,247.1805024                     ,255.3172998                     ,359.2069116                     ,554.6122313                                         ,557.6320717                                         ,608.2131785                                         ,589.3400915                                         ,772.0811068                                         ,413.1480318                                         ,466.7518194                                         ,484.9689894                                         ,482.9427099                                         ,660.8966954                                         ,0.5276757359               ,0.6749211373               ,0.4779724783               ,0.6603432556               ,1.006008857                ,0.4002743601           ,0.3748445307           ,0.4590730843           ,0.4041941549           ,0.4483595332           ,0.927950096             ,1.049765668             ,0.9370455626            ,1.06453741              ,1.45436839              ,0.603456622                  ,0.7168632198                 ,0.5981360581                 ,0.6959001169                 ,1.04411639                   ,0.351199111              ,0.3573497696             ,0.3775530421             ,0.3830210464             ,0.4137235973             ,0.9546557329              ,1.074212989               ,0.9756891003              ,1.078921163               ,1.457839987
Firm 161 ,-8.935070395                    ,-34.14459086                    ,-11.85837641                    ,-9.105435628                    ,-8.471929889                    ,58.43677265                                         ,280.689636                                          ,254.8356296                                         ,218.3114852                                         ,210.7668084                                         ,43.3864841                                          ,205.9043341                                         ,186.5311668                                         ,151.9076914                                         ,97.8428623                                          ,302.3795114                ,-23.37414906               ,-10.0444811                ,-26.19373149               ,0.9912486126               ,-104.3724018           ,18.63107753            ,11.70911001            ,16.90704042            ,-0.03015784681         ,198.0071096             ,-4.743071535            ,1.664628917             ,-9.286691069            ,0.9610907658            ,321.3595433                  ,-69.14823778                 ,-15.08533123                 ,-28.71284103                 ,-21.02126585                 ,-123.0816386             ,21.73422292              ,13.00820595              ,26.7320547               ,12.09654985              ,198.2779047               ,-47.41401486              ,-2.077125286              ,-1.980786338              ,-8.924715994
Firm 162 ,3.45116616                      ,-1.24627548                     ,2.423643867                     ,-2.668150373                    ,1.559798873                     ,23.06109579                                         ,22.81077115                                         ,21.05674953                                         ,17.77998262                                         ,18.99779685                                         ,-0.376852761                                        ,-0.356436756                                        ,-0.3151608375                                       ,-0.265103292                                        ,-0.284419464                                        ,0                          ,0                          ,0                          ,0                          ,0                          ,0                      ,0                      ,0                      ,0                      ,0                      ,0                       ,0                       ,0                       ,0                       ,0                       ,0                            ,0                            ,0                            ,0                            ,0                            ,0                        ,0                        ,0                        ,0                        ,0                        ,0                         ,0                         ,0                         ,0                         ,0
Firm 163 ,495.9818946                     ,713.0519878                     ,620.6035582                     ,341.822213                      ,170.8478831                     ,1188.616453                                         ,1425.478803                                         ,887.1099901                                         ,743.4402506                                         ,652.8024679                                         ,995.5884346                                         ,1056.080662                                         ,624.6708258                                         ,450.6905823                                         ,345.4130844                                         ,0.5823688301               ,0.5139259261               ,0.6014847855               ,0.5395884734               ,0.6949126977               ,0.4408667611           ,0.4797400192           ,0.494069609            ,0.4096038035           ,0.3464894989           ,1.023235591             ,0.9936659453            ,1.095554394             ,0.9491922769            ,1.041402197             ,0.5640502374                 ,0.7144926995                 ,0.6632852659                 ,0.6300365582                 ,1.799448852                  ,0.3604367885             ,0.3354992394             ,0.336096936              ,0.2696142444             ,0.2414222055             ,0.924487026               ,1.049991939               ,0.9993822019              ,0.8996508026              ,2.040871058
