,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,NWP (£m) ,SCR (£m),SCR (£m),SCR (£m),SCR (£m),SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),EoF for SCR (£m),SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,SCR coverage ratio,GWP (£m),GWP (£m),GWP (£m),GWP (£m),GWP (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total assets (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Total liabilities (£m),Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity],Excess of assets over liabilities (£m) [= equity]
,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE,2016YE,2017YE,2018YE,2019YE,2020YE
Firm 170,5.1698409,8.28246728,8.60100302,7.872568085,7.549547611,6.978053931,8.403917727,9.632750815,9.516803051,10.7144132,18.48425389,19.433192,23.71705671,25.85348986,29.05528237,2.552449648,2.228188505,2.372466268,2.617686742,2.613041395,15.16003141,19.81237328,19.57082669,25.08626533,34.25425721,32.17967073,44.11721443,45.70503749,56.85134231,75.74306014,13.69541684,24.68402243,21.98798078,30.99785245,46.68777775,18.48425389,19.433192,23.71705671,25.85348986,29.05528237
Firm 171,27.81490906,32.79759869,42.7309152,47.88414493,0,19.25165923,21.32310879,22.09563359,28.12284814,0,35.86850856,35.77701156,28.6163526,44.27927277,0,1.795290501,1.616750927,1.247950614,1.517157813,0,37.94536945,46.26696979,76.02379082,82.88187453,0,81.34077471,93.23990284,118.3457278,159.4715099,0,45.47226615,57.46289129,89.72937518,115.1922371,0,35.86850856,35.77701156,28.6163526,44.27927277,0
Firm 172,0,0,0,0,0,6.546473139,4.733788528,4.337241707,4.20996596,4.546538889,27.57332011,26.58468974,27.25538458,26.70797563,25.82342622,4.058553288,5.41143347,6.05519689,6.112965813,5.472963266,0,0,0,0,0,56.33746026,54.50008848,52.76215866,51.71549164,51.24529951,28.76414015,27.91539873,25.50677407,25.00751602,25.42187329,27.57332011,26.58468974,27.25538458,26.70797563,25.82342623
Firm 173,0,0.8228824733,0.7651746099,0.8022056062,7.837784708,7.735952765,9.999602273,11.13405425,11.46439292,17.99461525,21.60686091,27.225067,25.97409308,27.59368386,34.81476569,2.691333065,2.623468239,2.247898199,2.319253401,1.864277213,0,2.180356977,1.396747345,1.663067856,16.93660632,22.29501295,28.03588431,28.80743123,29.42309898,29.20534126,0.6881520309,0.8108173045,2.833338151,1.829415126,-5.609424428,21.60686091,27.225067,25.97409308,27.59368386,34.81476569
Firm 174,0,12.5601776,7.867890901,11.25323485,11.89963922,17.1364921,18.31187014,18.72838498,18.53182818,18.32119406,42.38048928,43.92660532,39.33440116,40.52923525,48.4939157,2.38305256,2.3114501,2.023772987,2.107364812,2.550486671,0,15.01286358,12.76279321,13.35553909,15.27559136,88.31933914,87.05434342,93.98448784,93.91381579,92.07605433,45.93884986,43.1277381,54.65008669,53.38458054,52.74273567,42.38048928,43.92660532,39.33440116,40.52923525,39.33331866
Firm 175,56.50998946,58.63522434,63.30974189,71.14146586,81.36672183,78.7861556,77.6328911,56.67785824,96.21638398,97.4300904,157.0109327,153.1765918,106.7360839,162.6896388,157.6526555,1.920302133,1.901236846,1.814627191,1.629297698,1.55918542,72.95173823,90.51929772,106.4446991,120.9573793,140.8137881,2459.470359,2429.870237,2537.28782,4986.527933,4954.83232,2283.539112,2245.493214,2357.953293,4745.201324,4716.793473,175.9312469,184.3770225,179.3345267,241.3266093,238.0388473
Firm 176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 177,0,0.06428553152,0.0164698986,0.07971433985,0.2375722415,0,1.498680876,1.200184566,0.6968174802,1.55267883,0,36.21976055,38.62968621,38.58232677,37.76411579,0,23.28766738,31.01435281,53.35301397,23.43620397,0,0.06428553152,0.0164698986,0.07971433985,0.2375722415,0,36.63678745,38.80948385,38.83665081,38.34583441,0,0.4170269011,0.1797976407,0.2543240457,0.5817186219,0,36.21976055,38.62968621,38.58232677,37.76411579
Firm 178,28.52808988,26.14946067,25.48131603,25.16493706,24.45314483,5.60085503,5.491090653,5.640252933,5.577522618,5.093014237,10.72135705,10.36450097,12.06345623,12.17235688,12.01514013,1.844526962,1.818776621,2.060927682,2.102920802,2.273230792,28.52808988,26.14946067,25.48131603,25.16493706,24.45314483,19.00628488,18.3561693,17.76977727,18.54209756,21.16247972,8.284927826,7.991668331,5.706321046,6.369740674,9.147339586,10.72135705,10.36450097,12.06345623,12.17235688,12.01514013
Firm 179,1269.99046,1783.315448,1939.851068,0,0,1036.993841,1552.038554,1577.755989,0,0,1387.415426,2217.772922,2113.582394,0,0,1.289198887,1.376905553,1.290829629,0,0,2300.991101,3148.485767,3262.560328,0,0,5711.721553,8294.237948,8093.194085,0,0,4317.180744,5958.916013,5972.173094,0,0,1394.540809,2335.321935,2121.020991,0,0
Firm 180,9.483405309,6.380129066,5.05878107,2.986795732,3.604251436,26.26755874,22.16442116,23.18389294,26.33998378,23.78005531,61.09924914,95.9428561,95.25698644,94.79953512,89.77272759,2.241329675,4.171054159,3.959132673,3.468009548,3.637651924,12.29391537,8.916279794,7.136387514,4.981054636,5.718823583,117.0731777,121.9546547,121.0412802,123.4793183,121.9201767,55.97392856,26.01179856,25.78429377,28.6797832,32.14744913,61.09924914,95.9428561,95.25698644,94.79953512,89.77272734
Firm 181,85.61438829,97.67147014,110.6155378,125.0297995,0,91.83008613,110.4342501,94.85607522,87.30700646,0,176.1333941,148.4348694,152.221691,169.9402557,0,1.848188623,1.295154947,1.546325689,1.875584996,0,169.7834835,255.333038,320.2212133,299.0017514,0,1145.983022,1029.967976,1090.146197,1041.054438,0,983.3081405,910.4089639,966.8003634,881.9932003,0,162.6748805,119.5590119,123.3458334,159.0612372,0
Firm 182,271.8492041,387.3678297,403.472996,423.0636443,92.45618637,442.4587177,435.2736756,411.6693283,455.0129786,389.4252222,676.4981808,614.0748807,562.7844608,603.2692407,586.1790749,1.47327377,1.359403895,1.317295374,1.277547269,1.450426797,397.8051809,424.1870966,439.1241247,465.2289009,471.9423418,2688.054601,2709.793791,2583.824815,2775.114978,3190.768547,1977.83098,2061.993471,2021.040354,2142.938218,2604.589472,710.2236208,647.8003207,562.7844608,632.1767607,586.1790749
Firm 183,0.00138709844,0.001984154358,0.004332100219,0.004535753697,0.001491946015,25.09456898,23.47114156,36.20011683,48.61072988,46.26375999,-51.42049521,-48.0745596,60.89559467,62.72484783,60.32525146,-1.97444979,-1.973652466,1.620934567,1.243360466,1.256457476,0.00138709844,0.001984154358,0.004332100219,0.004535753697,0.001491946015,0.3032080673,0,113.5698943,120.2174828,114.6998572,51.72370327,48.0745596,52.67429961,57.49263497,54.37460574,-51.42049521,-48.0745596,60.89559467,62.72484783,60.32525146
Firm 184,0,124.4607666,26.8495639,25.12419313,26.54843983,174.9171242,195.2250563,91.1260563,105.1933064,111.3488689,432.1563663,441.8316041,317.6999928,291.0223108,308.1633551,2.38066434,2.180774705,3.359419274,2.6658012,2.666765109,0,174.4805892,143.211155,150.8088061,150.4997982,1102.197632,1095.166832,897.4820513,1036.708021,1093.927376,751.0941749,653.3352275,625.3450866,798.2823637,841.4384557,351.1034573,441.8316041,272.1369646,238.4256576,252.4889207
Firm 185,0,0,0.0000000103103488,0,0.0008105185852,0,1.051791679,1.905528069,2.100739276,2.684488246,0,3.77496011,4.158060692,4.588581157,5.006913116,0,3.458376061,2.102640638,2.104727338,1.797207112,0,0,0.007923849461,0.006504359567,0.01336417294,0,20.10997875,18.54887347,17.24912832,11.00661,0,16.33501864,14.39081278,12.66054716,5.999696886,0,3.77496011,4.158060692,4.588581157,5.006913116
Firm 186,0,0,0,0,0,4.812291706,4.57223123,4.87174453,4.806004089,5.22004724,109.8489219,109.6268784,110.4565879,86.74266133,63.00718423,21.9954795,23.10353539,21.84724591,17.39154587,11.63068298,0.07885682381,0.04029430776,0.04660084941,-0.003911081462,0.02004368423,508.3573624,469.3822377,452.2948533,416.4130482,400.2063448,398.5084405,359.7553593,341.8382654,329.6703869,337.1991606,109.8489219,109.6268784,110.4565879,86.74266133,63.00718423
Firm 187,-16.9010745,4.181366774,2.728076858,0,0,17.27652955,10.40267526,10.07957018,0,0,45.68314807,51.23876711,50.99290154,0,0,2.547939412,4.746169127,4.874805491,0,0,37.16987026,30.28431773,29.08505457,0,0,178.4102963,121.438062,118.4822366,0,0,132.7271483,70.19929489,67.48933501,0,0,45.68314807,51.23876711,50.99290154,0,0
Firm 188,403.6637021,1094.04225,1902.760128,994.6453432,-1336.553317,2300.632785,2513.552477,2512.691431,2458.332836,2393.980503,3826.333798,3891.216502,3995.06774,3857.492326,3889.453235,1.602599968,1.49171899,1.532055749,1.512007581,1.565516052,1036.617337,1618.666713,2480.911645,1620.104816,1617.558909,30327.51678,30512.55045,29820.27609,28559.90264,34669.27426,26864.21489,27057.44626,26175.0608,25137.22043,31246.02032,3463.301891,3455.104183,3645.215291,3422.682205,3423.253937
Firm 189,0,363.5843212,383.4487702,293.8855098,179.6576359,9.054798848,11.66900224,10.36238234,9.872642563,9.358965161,22.24337306,24.43070874,21.15837747,21.94462335,22.34317133,2.367071731,2.017399565,1.967489071,2.141826548,2.300416983,0,380.2658662,386.168882,294.0080546,179.7893057,3089.455547,3464.849566,3449.189399,3707.159655,3586.330915,3067.212174,3440.418857,3428.031021,3685.215031,3563.987744,22.24337306,24.43070874,21.15837747,21.94462335,22.34317133
Firm 190,0,0,0,0,0,2.048195114,1.667480185,0.900228352,0.777412643,0.8471194563,12.63395067,12.86228373,13.2060776,13.52654192,14.09042042,5.943707533,7.432706497,14.13548579,16.76581862,16.02761401,0,0,0,0,0,47.62691604,45.76802833,40.15488001,40.83165246,41.40588163,34.99296365,32.90574461,26.94880247,27.30511054,27.31546131,12.63395239,12.86228373,13.20607754,13.52654192,14.09042042
Firm 191,0,0,0,0,0,2.369979703,2.509342151,2.321108249,0,0,15.15177808,14.24777206,14.91629111,0,0,6.160394924,5.471125246,6.192343443,0,0,1.183411893,1.353923248,1.941066505,0,0,70.56644374,94.77499948,57.1231553,0,0,55.41466566,80.52722742,42.2068642,0,0,15.15177808,14.24777206,14.91629111,0,0
Firm 192,5.036005478,18.51547572,34.22299468,83.87096012,219.4831587,33.02629039,78.05666272,128.8421588,200.3865063,219.9449464,97.44305293,182.0233348,245.85571,302.3702677,445.7443399,2.843024924,2.247018601,1.838704278,1.453985886,1.952816471,6.082007952,44.13878691,83.58281704,163.2563348,319.3417279,46.12444808,-54.52684226,-161.9543214,-217.4297866,91.36357125,-51.31860485,-212.7978315,-368.1585498,-455.673539,-283.9909575,97.44305293,158.2709892,206.2042284,238.2437525,375.3545287
Firm 193,167.7946808,209.1188237,202.8468709,218.8599122,0,59.56250055,66.02500501,55.11484444,57.42857247,0,85.38206241,85.54908428,76.27303691,84.7283757,0,1.381285011,1.248522871,1.333496969,1.421642636,0,171.5148049,231.4458715,245.504723,289.8494012,0,122.0971413,127.5232813,129.0389893,160.7808116,0,36.71507884,41.97419698,52.76595234,76.05243688,0,85.38206241,85.54908428,76.27303691,84.7283757,0
Firm 194,20.6729412,20.1373205,20.21059336,16.21319693,15.13227442,22.25679193,21.68228869,16.57442145,13.39270273,12.74993535,39.53878756,37.56058333,32.17409963,26.03810464,17.65907978,1.711789516,1.669232323,1.870499535,1.873400875,1.33459553,22.22319753,24.03192757,23.65508914,19.57125152,18.17638563,60.94419232,62.73174278,55.76498517,48.40375362,45.99753308,21.40540476,25.17115944,23.59088457,22.36564994,28.33845331,39.53878756,37.56058333,32.17409963,26.03810464,17.65907978
Firm 195,33.7437481,35.47723571,38.24657613,39.77674752,38.37462522,12.29064049,13.04359068,12.51082963,12.86276712,12.98984879,25.69403629,24.62949521,21.64419715,24.82029681,30.41924104,2.014407816,1.819482695,1.667035895,1.859354262,2.256492314,34.11280077,35.83087104,38.66477158,40.26335744,38.84609804,32.14486719,33.33422175,31.96370571,31.21599372,40.00457066,6.450830902,8.704726545,10.31950855,6.395696907,9.585329621,25.69403629,24.62949521,21.64419715,24.82029681,30.41924104
Firm 196,0,5.850678077,6.219932092,6.330801069,8.291231778,8.230466254,7.034837508,7.216533577,8.189190615,8.963477017,21.18212466,28.71440778,30.01798779,34.12788772,37.92561253,2.479902812,3.933103484,4.008136654,4.015669937,4.077046592,0,26.11192661,30.31656639,23.46178616,37.94280314,69.01519853,96.88210773,110.5907643,108.2980517,127.4004634,47.83307386,68.16769995,80.57277656,74.17016397,89.47485087,21.18212466,28.71440778,30.01798779,34.12788772,37.92561253
Firm 197,0,0,0,8.477821722,190.0737394,0,0,0,37.11637845,302.3298486,0,0,0,198.068483,613.436796,0,0,0,5.142086299,1.95514232,0,0,0,67.89559403,587.1223762,0,0,0,197.4723941,893.745422,0,0,0,-0.5960889109,280.308626,0,0,0,198.068483,613.436796
Firm 198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 199,6.767152368,8787.822318,10191.58302,9739.144474,9134.283485,1829.277792,2201.496936,2177.154121,2819.087473,3138.240287,2225.169423,2421.15855,2514.827987,3110.538408,3473.432645,1.172122497,1.05972877,1.113034667,1.063203987,1.066503459,28.29611553,8808.03193,10211.52002,9756.349462,9149.583691,47564.38198,57192.48222,60263.01711,74546.82841,83298.94233,45069.40904,54463.62132,57533.60367,71232.62899,79602.51501,2494.972943,2728.860901,2729.413434,3314.199425,3696.427329
Firm 200,2.466974781,3.504894113,3.759562554,5.694432051,5.600355472,3.073804251,2.636681147,3.306401884,3.80655514,3.618436654,3.254164734,3.544792853,3.985476528,4.562254032,4.331906525,1.020123864,1.29545648,1.16148658,1.154880155,1.153579906,2.466974781,3.952738663,4.305525507,8.937785829,10.27571908,5.623935574,6.780975162,9.428228014,11.93056714,14.65884108,2.36977084,3.236182309,5.442751486,7.368313111,10.32693455,3.254164734,3.544792853,3.985476528,4.562254032,4.331906525
Firm 201,4.831837121,5.018401485,4.922952082,4.793628076,8.50140003,5.453911648,7.333755868,5.257155234,5.172577914,6.114737818,15.57007832,17.54831916,17.76219322,17.24470798,17.03831381,2.750884011,2.305678002,3.255632453,3.212464843,2.684963291,6.682649164,6.376833041,6.316888037,6.193566899,10.39266104,33.74032374,32.71441581,31.08415342,31.89496725,33.81145758,17.20666142,15.16609665,12.791989,14.65025927,16.77314377,16.53366232,17.54831916,18.29216442,17.24470798,17.03831391
Firm 202,24.59250162,0,0,0,0,3.041175096,3.132188571,0,0,0,3.854336,3.854095104,0,0,0,1.221230736,1.185670752,0,0,0,30.09661119,0,0,0,0,3.854336,3.854095104,0,0,0,0,0,0,0,0,3.854336,3.854095104,0,0,0
Firm 203,931.0939441,1153.010958,1105.48042,1083.965967,1013.177517,798.6587548,713.6201659,647.7007877,564.8729094,577.9334559,1043.484568,929.2441307,1011.107288,895.5308231,877.5139213,1.258967022,1.254735809,1.504223592,1.527634196,1.463072203,1990.600312,2031.212212,1963.938749,1918.249326,1811.09857,4429.177501,4555.364889,4251.578206,3905.4759,4260.020765,3385.692932,3367.828416,3240.470918,3009.945077,3382.506844,1043.484568,1187.536474,1011.107288,895.5308231,877.5139213
Firm 204,9.545470101,10.48465536,11.61648402,12.90776849,11.54049193,8.042321599,11.10066119,11.43199467,10.24244691,11.24122425,27.74809265,21.2018665,20.09074691,22.12756084,24.16980933,3.324614389,1.840411032,1.693415964,2.081706039,2.071806507,10.38460301,11.29836351,12.51949231,13.85580409,12.47551627,39.67763652,43.93758113,41.87140053,38.1748314,42.23760819,14.20975787,22.73571464,21.78065362,16.04727056,18.06779887,25.46787865,21.2018665,20.09074691,22.12756084,24.16980933
Firm 205,12.91751666,-13.67797571,0,0,0,12.85194998,3.694202958,2.439156277,2.005536524,0,19.31689102,6.882837627,8.517658657,8.582177669,0,1.448297507,1.795297196,3.364884685,4.123409865,0,19.12475977,19.55713369,9.016889594,-0.006824140431,0,69.55747018,56.82102721,44.99475721,45.19009786,0,50.24057916,49.93818958,36.47709856,36.60792019,0,19.31689102,6.882837627,8.517658657,8.582177669,0
Firm 206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm 207,-0.6249982182,-0.8665324266,0,0,0,104.8764579,104.500596,0,0,0,176.6214554,211.879609,0,0,0,1.622762743,1.953709443,0,0,0,-0.2837328945,0.07534208372,0,0,0,550.2666198,501.8168347,0,0,0,371.7442707,289.6603769,0,0,0,178.5223491,212.1564578,0,0,0
Firm 208,849.7362401,545.2441336,1115.693161,1834.405502,1238.011131,23.118369,26.58614015,18.70165165,19.4681066,23.32436495,34.21404165,39.55135462,42.84765793,53.00783602,56.57832137,1.426056618,1.433493252,2.207682957,2.623650246,2.337382619,3523.173927,2608.116053,2764.897679,3126.780493,2002.426682,22131.55732,26170.83964,28540.71954,30893.27648,35549.68912,22097.34328,26131.28829,28497.87189,30840.26865,35493.1108,34.21404165,39.55135462,42.84765793,53.00783602,56.57832137
Firm 209,0,265.7304418,180.646731,152.3919582,79.41360673,1.66322018,1.523982292,2.628825779,2.023718153,1.680266945,10.01364876,10.32678658,11.17471641,12.94207208,13.21418242,5.801391688,6.529423847,4.09604091,6.162307513,7.577947535,0,265.7304418,180.646731,152.3919582,79.41360673,1625.377623,1558.708442,1427.267221,1126.588772,1021.639477,1615.363974,1548.381656,1416.092506,1113.646699,1008.425294,10.01364876,10.32678658,11.17471641,12.94207208,13.21418242
Firm 210,27889.34076,38199.31126,48117.99373,44638.76964,40135.69226,260.2640384,253.1335168,267.5872768,342.3613952,418.3881728,639.945243,678.3569338,657.3387345,766.1692237,893.9616163,2.369290052,2.582249462,2.367082227,2.156400855,2.058870604,27889.34076,38199.31126,48117.99373,44638.76964,40135.69226,284329.9045,298172.843,282829.5454,311228.3694,332875.9036,283689.9593,297494.4861,282172.2066,310462.2002,331981.942,639.945243,678.3569338,657.3387345,766.1692237,893.9616163
Firm 211,288.4062925,331.9365882,252.402007,277.9727563,56.01864971,156.3563114,140.1833536,127.4535274,124.230441,75.97738928,244.061605,211.1616606,169.7206118,159.0069848,135.840093,1.504089317,1.451470466,1.283134875,1.233325626,1.722793339,314.2626488,355.9847712,394.957236,432.1582503,390.3196499,418.2717983,406.6519006,420.3312081,430.8352809,419.1183107,174.2101933,195.49024,250.6105964,271.8282962,283.2782177,244.061605,211.1616606,169.7206118,159.0069848,135.840093
Firm 212,104.1816344,103.3238462,104.5334162,105.1858807,99.69081362,33.63675083,35.93656923,29.85263787,32.41332176,40.30755996,174.6690552,173.4566942,184.9507043,180.4262639,180.1518456,5.003702876,4.650975281,5.969842272,5.363716262,4.306671903,104.1816344,106.9494649,107.5272771,109.6185434,99.69081362,205.0723924,202.892273,213.3233193,213.7589842,211.6752432,30.40333723,29.43557882,28.37261501,33.33272033,31.52339756,174.6690552,173.4566942,184.9507043,180.4262639,180.1518456
Firm 213,27.8761647,19.42542555,15.26710139,10.66961163,22.10701023,322.7367139,333.7182191,343.842908,199.9656299,246.265531,-64.62833273,16.35181241,87.03073206,171.4599157,176.8945664,-0.1929586089,0.04721451783,0.2438945779,0.8262221436,0.6921503516,27.8761647,19.42542555,15.26710139,10.66961163,22.10701023,480.7348871,506.7517952,529.4515887,499.2252347,524.7616735,545.3632199,454.6482504,438.0201665,318.5997542,335.5339946,-64.62833274,52.10354475,91.43142229,180.6254805,189.2276788
Firm 214,2.60716125,2.899426222,2.992974531,3.190941371,3.501528747,6.257353513,8.087731394,6.659914467,8.187634471,10.03705455,24.03229247,26.55950522,23.88208035,27.06460444,26.79592097,3.700786995,3.164337814,3.455358268,3.185171479,2.572479863,2.60716125,2.899426222,2.992974531,3.190941371,3.501528747,63.35395189,68.8141497,63.96660997,73.62611891,74.77942666,39.32165943,42.25464448,40.08452961,46.56151448,47.98350569,24.03229247,26.55950522,23.88208035,27.06460444,26.79592097
Firm 215,0.3287074099,0,0,0,0,0.696355957,0,0,0,0,3.179738888,0,0,0,0,4.399970282,0,0,0,0,2.778294039,0,0,0,0,5.141817295,0,0,0,0,1.962078407,0,0,0,0,3.179738888,0,0,0,0
Firm 216,631.5769566,481.8218961,0,0,0,4076.811438,0.00000000963584,0,0,0,6320.421786,9.63584,0,0,0,1.493877605,963584000,0,0,0,1296.028859,1041.731966,0,0,0,68643.436,9.63584,0,0,0,62486.55693,0,0,0,0,6156.879067,9.63584,0,0,0
Firm 217,0,0,0,0,0,23.5126637,23.0395698,23.99939516,0,0,113.1450498,111.1310134,118.308246,0,0,4.636852763,4.64783272,4.750116917,0,0,0,0,0,0,0,115.4100883,113.1842334,118.390909,0,0,2.265038503,2.053220066,0.08266301915,0,0,113.1450498,111.1310134,118.308246,0,0
Firm 218,480.507763,484.6507295,408.8646234,0,0,193.6326296,212.7136946,204.4053462,0,0,253.8313932,297.2884882,271.7202129,0,0,1.263154199,1.346704222,1.280911945,0,0,521.9268312,548.4617751,410.0089004,0,0,687.4205061,1091.167855,860.5715934,0,0,433.5891128,793.8793668,588.8513805,0,0,253.8313932,297.2884882,271.7202129,0,0
Firm 219,17.64424991,15.96182605,14.90089564,13.94413443,12.7647057,8.000633405,6.268837785,5.694351574,5.181997403,5.173894769,30.50134608,33.30558593,31.66496766,30.60452448,30.22370576,3.673535278,5.119406628,5.358267012,5.690861616,5.628850333,27.9808383,25.68451717,23.90070811,22.09714252,20.75007906,73.53209432,68.182447,57.11572661,56.389579,57.26021499,43.03074825,34.87686108,25.45075895,25.78505452,27.03650923,30.50134608,33.30558593,31.66496766,30.60452448,30.22370576
Firm 220,0,21.89056063,26.05688104,25.87357749,24.69119729,9.642795149,10.64165789,11.43732485,12.36967524,10.668724,14.96635682,16.6895601,19.7395405,22.10583493,20.7081997,1.495556189,1.511211247,1.663037961,1.722020056,1.870335188,0,21.89056063,26.05688104,25.87357749,24.69119729,30.42562828,30.04374645,39.18422045,40.39649873,37.53061684,15.45927147,13.35418635,19.44467994,18.29066477,16.82241714,14.96635682,16.6895601,19.7395405,22.10583493,20.7081997
Firm 221,1357.168265,1416.606893,1466.951064,1498.180687,1472.434386,257.5987178,212.0003398,239.941392,238.0923037,248.274762,345.4280976,285.8626919,360.8920078,349.1945538,385.9657219,1.292122068,1.299303182,1.449311274,1.413226214,1.497979058,1385.142897,1441.852679,1493.816376,1526.361149,1500.735245,913.0542987,879.1221642,870.0298395,878.2848309,988.8411882,471.2678011,477.6293923,509.1378317,490.5469171,602.8754663,441.7864976,401.4927719,360.8920078,387.7379138,385.9657219
Firm 222,276.2651004,291.2309821,296.899377,272.3022901,304.9297112,154.5359256,141.931113,160.6527497,154.8828902,168.8198708,233.9423365,202.9495084,229.7639742,219.7304709,215.2590597,1.458709951,1.377843765,1.37810831,1.36702489,1.228647936,349.5111403,371.1901534,388.4544543,359.4482056,396.0602518,933.6736933,930.3996856,947.1617929,926.9077946,1019.252988,711.3586333,738.8435071,728.9894549,718.9773382,817.0645224,222.31506,191.5561785,218.172338,207.9304564,202.1884656
Firm 223,23.39105027,24.72573118,26.65036774,28.820027,31.10677216,17.16567684,19.43841279,16.59542526,19.83211922,22.49719144,29.67906186,33.07381001,32.27682701,31.92038304,38.40595692,1.666014653,1.639505987,1.874096842,1.550916976,1.644977138,23.39105027,24.72573118,26.65036774,28.820027,31.10677216,35.63691727,39.77314343,38.57677028,39.13420842,45.10059348,5.957855413,6.699333422,6.299943272,7.213825384,6.694636565,29.67906186,33.07381001,32.27682701,31.92038304,38.40595692
Firm 224,0,0,0,0,0,0.7680735205,0.6850721817,0.664762599,0.6279775614,0.3176682648,2.464723311,2.597311803,2.585362829,2.404002786,4.310982212,3.092110173,3.653232701,3.747524695,3.688760177,13.07651391,0,0,0,0,0,4.549856653,4.240382411,4.164988358,4.127582184,5.729158672,2.085133342,1.643070607,1.57962553,1.723579398,1.418176456,2.464723311,2.597311803,2.585362829,2.404002786,4.310982215
Firm 225,-0.02473606205,0.004032317288,0.004715569842,0,0,21.02730178,16.60700786,12.9723284,0,0,-4.268161735,-1.458719538,-2.82503499,0,0,-0.1955901142,-0.08463889576,-0.2098434785,0,0,-0.005869881516,0.001443207743,0.000624559978,0,0,58.60980045,47.36601225,34.11443019,0,0,62.87796219,48.82473179,36.93946518,0,0,-4.268161735,-1.458719538,-2.82503499,0,0
Firm 226,26.60859069,29.21287302,29.74183342,29.9840929,30.04238684,10.37985994,10.48201672,10.22143518,10.12229182,12.09366041,17.34494995,18.79883594,17.47211918,19.37154141,23.04274869,1.610167801,1.728127137,1.647112581,1.844059399,1.835972171,26.60859069,29.21287302,29.74183342,29.9840929,30.04238684,22.62787632,23.3079822,21.89107783,24.1149041,28.85255255,5.282926367,4.509146252,4.418958644,4.743362688,5.809804616,17.34494995,18.79883594,17.47211918,19.37154141,23.04274789
Firm 227,298.1124054,339.0655573,372.497433,231.549177,232.2428309,178.0093521,186.2831596,173.009345,129.748019,149.1644001,238.5888495,260.4972023,226.8036164,200.9555818,194.8064569,1.291507414,1.347469824,1.263193823,1.492412639,1.258426172,582.4316224,675.4457006,740.5927402,502.9901024,515.8101928,870.0335985,859.4298687,897.8469312,688.709182,986.4190004,592.901389,598.9326663,671.0433148,487.7536002,791.6125434,277.1322095,260.4972023,226.8036164,200.9555818,194.8064569
Firm 228,6.113332227,7.499978293,8.565409952,10.20063513,10.9897474,12.21993205,12.4665194,13.79347797,17.66817494,21.16857961,35.3914219,32.78947992,33.55045091,35.58470411,32.19492931,2.790736294,2.534421774,2.343765492,1.940712702,1.465498363,6.114138892,7.500933504,8.566149984,10.2023907,10.99054694,82.79300352,78.89327281,70.39226063,66.73437303,57.50980861,47.40158162,46.10379288,36.84180971,31.14966892,25.3148793,35.3914219,32.78947992,33.55045091,35.58470411,32.19492931
Firm 229,184.0133245,195.7825827,223.3834645,253.8618863,311.2708447,301.8420797,298.4535769,268.6083121,276.5336931,335.2371878,405.3280129,420.8647527,449.803908,360.237342,394.262281,1.293946783,1.358799402,1.613590605,1.255250075,1.133241894,213.4294817,221.9028057,259.8193448,295.6061948,357.3452834,1168.181313,1147.74342,1196.303378,1259.715782,1403.172829,762.8533005,726.878667,746.4994704,778.9600632,928.5096991,405.3280129,420.8647527,449.803908,480.7557188,474.6631299
Firm 230,0.03244841513,-0.4456658022,0.824256349,-0.01443041804,0.003930863552,9.43289447,13.07935542,14.76148658,11.62753457,10.98019676,15.48113885,31.59525962,29.99793955,27.4325654,23.74347574,1.581421031,2.327690139,1.958172331,2.273360783,2.083645114,0.02896704405,-0.1747453521,0.06603897178,-0.01439978176,0.004064292667,53.13364144,89.98344166,82.20340009,71.45910204,61.96282542,37.65250259,58.38818205,52.20546055,44.02653664,38.21934967,15.48113885,31.59525962,29.99793955,27.4325654,23.74347574
